NUMERO_CLIENTE,Recency,Frequency,Monetary
20014993,41,1,3636.20
20015086,67,1,289.9
20015096,38,1,153.9
20015141,39,2,287.84
20015235,39,1,198
20015277,34,1,75
20015305,76,2,34.34
20015381,35,4,27626.20
20015382,33,1,676.5
20015396,49,1,170.08
20015412,52,1,166.38
20015546,32,49,20496.52
20015630,42,1,1050.00
20015665,54,1,153.9
20015763,60,1,1082.00
20015812,69,1,372.8
20015874,58,1,375.2
20015939,74,1,154.81
20015955,56,1,686.5
20016022,82,1,295.9
20016035,59,2,77.11
20016037,63,1,90
20016058,73,1,193.4
20016100,39,2,444.17
20016203,54,1,131.84
20016251,40,1,70.8
20016394,53,1,244.9
20016516,83,1,87.9
20016535,46,1,44.9
20016566,52,1,245.4
20016621,46,1,319.99
20016720,47,1,399.8
20016722,58,1,266.39
20016746,80,1,587.68
20016789,72,1,153.8
20016833,80,1,102.74
20016840,33,3,125.7
20016841,33,4,4405.00
20016900,34,1,557.56
20016910,31,1,97.5
20016928,40,1,570
20016950,41,2,11927.63
20016971,41,3,769.88
20017003,35,1,258.31
20017015,56,1,5378.69
20017045,51,2,929.84
20017052,89,1,132.8
20017091,40,1,105.75
20017130,32,1,198.42
20017323,70,1,443.17
20017472,54,1,210.9
20017564,38,3,11928.44
20017625,64,1,185.21
20017666,73,2,257.16
20017686,31,6,23796.48
20017714,56,2,2523.70
20017718,56,2,9386.60
20017723,89,1,85.9
20017794,35,3,971.1
20017818,89,1,360.85
20017854,52,1,2039.98
20017885,55,1,397.2
20017898,42,4,1473.22
20017901,35,2,1139.61
20017936,32,6,968.19
20017953,41,2,489.8
20017975,63,1,189.8
20017997,38,2,4866.93
20018005,56,2,2790.85
20018006,61,1,195.9
20018010,49,1,796.15
20018055,31,1,98.9
20018095,35,4,9423.91
20018096,31,1,202.37
20018142,88,1,234.9
20018145,56,3,2787.70
20018166,77,1,2934.90
20018221,35,4,18868.66
20018222,35,2,4273.95
20018284,35,2,11278.00
20018339,35,5,5614.34
20018345,41,3,12116.48
20018445,31,13,1154.06
20018456,56,2,8605.00
20018460,89,1,51.9
20018467,34,10,574.01
20018477,42,1,836
20018486,40,3,20450.65
20018496,40,1,105
20018499,34,1,315
20018504,34,1,1101.75
20018505,34,1,156
20018559,33,1,9775.22
20018576,42,1,945
20018577,42,1,735
20018611,35,1,1025.00
20018612,35,1,879.5
20018613,35,1,369
20018614,49,5,5144.72
20018615,63,1,152.76
20018617,40,1,3562.96
20018618,40,1,215.25
20018623,37,1,400
20018630,34,1,63
20018632,73,2,90.94
20018635,33,2,3416.25
20018652,34,3,1645.50
20018742,82,1,580.67
20018777,40,1,160
20018793,35,1,117.5
20018804,31,3,428
20018848,58,1,108.78
20018885,90,1,665.6
20018925,56,1,39.55
20018935,35,4,1714.25
20018962,35,6,23331.30
20019018,62,1,154.08
20019103,37,1,139.7
20019108,70,1,574.62
20019127,32,5,90941.20
20019140,35,8,36661.96
20019141,59,1,171.74
20019359,90,1,3105.50
20019368,30,7,3520.10
20019395,56,1,229.9
20019402,67,1,2220.34
20019481,59,2,164.87
20019498,49,2,871.23
20019514,34,1,1411.80
20019530,32,1,633.7
20019532,82,1,182.9
20019557,35,1,184.26
20019568,67,1,18.18
20019600,53,1,85.79
20019608,71,1,178.87
20019621,74,1,21.9
20019669,35,2,5077.18
20019670,83,1,740.6
20019684,81,1,194.9
20019696,32,1,435
20019712,32,1,2239.51
20019729,35,7,21963.41
20019756,32,1,1995.00
20019770,77,1,1560.00
20019779,39,1,691.12
20019814,35,1,643.82
20019828,55,1,360.52
20019830,44,3,323.67
20019842,42,2,7357.00
20019861,47,2,623.14
20019862,63,1,915.69
20019871,54,1,39.54
20019892,82,1,209.99
20019939,42,1,4756.96
20019940,49,1,752.78
20019958,30,3,501.42
20019970,65,1,104.07
20019971,42,1,662.73
20019972,56,3,5795.38
20020013,90,1,134.35
20020055,49,2,207.97
20020067,47,1,496.3
20020075,34,1,741
20020079,40,2,220
20020087,84,1,1229.85
20020088,38,2,11438.12
20020127,49,1,13939.95
20020155,47,2,3444.72
20020165,35,7,6648.16
20020185,32,1,29.7
20020187,49,1,457.8
20020215,37,1,102.5
20020218,38,1,521.16
20020263,39,7,1450.92
20020274,42,3,4664.45
20020319,34,3,1235.00
20020326,35,1,174
20020404,64,2,40.95
20020426,33,7,2427.18
20020453,31,5,2705.70
20020456,77,1,639.5
20020487,90,1,75.9
20020489,42,1,718.96
20020508,32,1,734.88
20020588,73,1,385.99
20020613,33,1,162.9
20020656,49,7,5758.90
20020657,35,6,21175.50
20020719,35,1,79.17
20020723,34,4,15493.62
20020725,84,2,334.04
20020740,40,1,280.55
20020758,81,1,51.89
20020811,74,1,214.79
20020878,84,1,154.4
20020890,56,3,1761.65
20020898,35,3,7043.16
20020916,37,1,354.53
20020918,47,1,153.9
20020920,49,1,198.45
20020929,56,1,462.5
20020953,90,1,2045.30
20020965,67,1,593.98
20020978,82,1,2621.14
20021018,79,1,316.9
20021111,32,1,290.91
20021141,45,1,2827.26
20021173,42,2,3363.50
20021180,65,1,352.54
20021195,84,1,28.92
20021205,65,1,153.52
20021215,56,2,1346.59
20021245,70,1,256.18
20021252,59,2,280.95
20021280,42,5,3694.95
20021304,74,1,4100.00
20021349,56,2,395.11
20021351,56,5,1155.95
20021354,38,3,593.48
20021488,70,1,3707.70
20021492,40,2,983.7
20021506,56,3,3211.80
20021509,32,1,285
20021537,39,1,440.75
20021545,39,1,4830.00
20021549,42,1,735
20021552,42,1,1890.00
20021553,42,1,2100.00
20021556,34,1,300
20021595,56,1,66.9
20021598,48,2,188.43
20021617,84,1,357.5
20021644,90,1,13705.90
20021656,32,1,998
20021668,49,1,2019.79
20021686,35,4,10040.02
20021693,70,1,2989.49
20021701,58,1,397.8
20021726,32,2,566
20021732,42,3,5959.24
20021776,62,1,37.94
20021788,51,2,318.07
20021819,49,2,873.99
20021853,55,1,464.96
20021855,35,1,1155.00
20021862,62,1,56.26
20021919,53,2,720.72
20021936,66,1,175.7
20022000,87,1,72.62
20022001,54,1,118.9
20022033,38,3,16675.72
20022049,42,1,235
20022068,36,1,43.08
20022090,56,1,591.08
20022093,83,1,333
20022099,48,1,160.01
20022100,86,1,683.05
20022102,35,3,968.75
20022112,65,1,77
20022119,49,4,1568.70
20022140,35,1,1470.40
20022244,41,3,7947.38
20022247,39,2,937.5
20022250,85,1,40.2
20022284,52,1,174.99
20022306,42,2,1388.18
20022325,82,1,1125.00
20022378,72,1,103
20022396,32,2,897.18
20022407,58,2,1185.95
20022419,45,1,401.84
20022420,63,1,123.8
20022426,31,6,4734.13
20022451,33,1,71.59
20022455,39,1,72.9
20022466,40,1,15.45
20022476,82,1,1096.35
20022488,35,6,19001.66
20022493,81,1,175.39
20022507,70,1,327.73
20022518,53,1,386.53
20022538,86,1,569.9
20022551,40,1,525
20022571,38,2,1766.99
20022607,39,1,117.4
20022612,32,1,672.9
20022613,32,1,59.4
20022641,90,1,469.8
20022656,46,3,298.6
20022685,35,2,564.8
20022709,31,1,35.25
20022714,80,1,553.86
20022738,49,3,1439.85
20022753,55,2,1730.36
20022770,59,4,6895.10
20022783,30,5,3096.89
20022784,33,1,152.89
20022815,31,2,372.41
20022817,75,1,115.32
20022821,84,1,421.46
20022849,45,1,52.19
20022872,75,2,291.66
20022877,39,1,55.99
20022888,63,2,430.7
20022905,58,1,3499.96
20022920,72,1,198.19
20022932,49,2,304.44
20023019,32,4,1697.60
20023034,87,1,185.39
20023039,39,2,728.83
20023041,35,8,1465.08
20023052,35,7,20866.30
20023069,46,1,1711.26
20023098,90,1,99.9
20023106,41,1,170.77
20023114,49,1,144.9
20023134,60,2,173.3
20023168,84,1,285.21
20023179,53,4,775.02
20023187,35,4,3610.33
20023218,77,1,1868.30
20023220,75,1,204
20023242,55,2,538.56
20023246,70,2,598.29
20023250,79,1,149.9
20023265,55,1,312.5
20023299,48,1,135.9
20023349,69,2,160000.00
20023351,67,3,990.97
20023357,30,1,52.9
20023371,45,2,187.57
20023379,63,1,49.9
20023386,79,1,104.39
20023391,79,1,69.9
20023413,90,1,1775.00
20023416,83,1,105.07
20023419,48,3,111.7
20023421,56,2,2139.00
20023424,84,1,129.8
20023431,90,1,740.9
20023432,90,1,58.22
20023433,90,1,167.02
20023436,90,1,4599.90
20023438,89,2,75.83
20023441,89,1,693.4
20023442,89,1,634.98
20023443,89,1,62.5
20023444,82,2,115.8
20023445,88,1,134.7
20023447,83,2,7018.20
20023448,84,1,820
20023449,84,1,440
20023451,33,2,2437.40
20023454,87,1,90.24
20023455,83,2,1001.62
20023456,86,1,81.88
20023457,86,1,28.7
20023458,86,1,367.8
20023459,86,1,69.85
20023464,84,1,123.16
20023469,49,1,177.22
20023470,82,1,174.9
20023472,37,3,1326.74
20023473,82,1,152.27
20023475,59,2,2168.30
20023476,80,1,170.9
20023477,80,1,104.11
20023478,80,1,399.9
20023479,80,1,46.45
20023480,76,1,187.14
20023481,79,1,500
20023482,79,1,94.9
20023487,77,1,87.9
20023488,77,1,184.9
20023489,77,1,577.42
20023491,76,1,810.49
20023493,75,2,139.8
20023494,76,1,155
20023496,76,1,251.89
20023499,75,1,1359.83
20023502,75,1,239.9
20023503,75,1,49478.00
20023504,75,1,22.5
20023505,75,1,323.37
20023506,75,1,153.23
20023508,74,1,1639.60
20023509,74,1,2225.87
20023512,73,1,393.38
20023513,73,1,69.48
20023516,73,1,145.9
20023517,72,1,62.9
20023518,72,1,216.64
20023521,72,1,60.01
20023523,70,1,262.8
20023524,70,1,250
20023525,70,2,1134.78
20023527,70,1,281.8
20023528,70,1,236.22
20023529,70,1,246.62
20023532,69,1,25.26
20023534,49,2,337.41
20023538,44,2,107.39
20023541,40,2,19753.35
20023543,67,1,606.21
20023544,67,1,9.78
20023545,67,1,878.6
20023546,67,1,88.62
20023548,67,1,299.9
20023551,67,1,69.72
20023553,66,1,1080.49
20023555,65,1,238.08
20023556,65,1,94.09
20023557,65,1,210.9
20023558,65,1,754.4
20023559,65,1,311.8
20023560,64,1,100
20023561,36,1,238.22
20023562,63,1,530
20023564,63,1,184.69
20023565,63,1,23.9
20023568,63,1,269.8
20023569,62,2,113.8
20023570,62,1,100.22
20023571,61,1,587.98
20023572,61,1,124.9
20023574,55,1,846
20023576,59,1,81.4
20023577,59,1,34.7
20023579,59,1,132.82
20023582,58,1,17.9
20023583,58,1,1603.67
20023584,56,1,35.8
20023585,56,1,129.8
20023586,56,2,354.8
20023589,56,1,158.39
20023590,55,1,131.58
20023592,55,1,109.9
20023594,44,1,63.83
20023595,49,1,205.92
20023599,54,1,73.33
20023603,53,1,79.39
20023604,49,1,174.65
20023605,53,1,295.3
20023606,53,1,700
20023607,53,1,132.9
20023609,53,1,242.9
20023612,52,1,1612.45
20023613,52,1,202.98
20023614,52,1,94.9
20023615,52,1,399.8
20023616,52,1,269.98
20023619,51,1,329.55
20023620,51,1,603.78
20023621,51,1,134.9
20023622,51,1,78.69
20023624,51,1,208.69
20023625,49,1,438
20023627,42,2,1707.80
20023633,48,1,93.29
20023638,48,1,259.9
20023640,47,1,3450.00
20023641,47,1,2070.00
20023643,47,1,33.04
20023645,47,1,279.7
20023646,47,1,315.8
20023650,46,1,4850.00
20023651,47,1,45.62
20023654,35,2,1416.87
20023664,45,1,342.9
20023665,44,1,64.39
20023666,44,1,281.21
20023669,39,1,118.05
20023670,33,2,1614.50
20023674,41,1,821.55
20023675,41,1,12187.50
20023676,41,1,600
20023677,41,1,7215.00
20023678,41,1,14430.00
20023679,41,1,6142.50
20023680,41,1,6142.50
20023681,41,1,2242.50
20023682,41,1,3315.00
20023684,41,1,97.5
20023685,41,1,4192.50
20023687,41,1,4095.00
20023689,32,2,589.41
20023691,40,1,856.38
20023692,40,1,40.8
20023693,40,1,259.9
20023696,40,1,213.26
20023697,39,1,100
20023707,35,1,721.89
20023708,35,1,999.36
20023717,37,1,263.52
20023719,37,1,314.82
20023720,37,1,97.36
20023723,37,1,295.82
20023728,36,1,411.75
20023730,36,1,110.29
20023735,33,2,924
20023738,34,1,288.04
20023741,34,1,119.9
20023743,33,2,840.43
20023744,33,1,649.9
20023745,33,1,81.41
20023751,33,1,65.96
20023754,32,1,217.5
20023755,32,1,43.5
20023757,32,1,216.55
20023759,31,1,32.33
20023762,31,1,189.9
20023764,31,1,1170.07
20023766,31,1,446.21
20023767,31,1,117.2
20023768,31,1,33.29
20023771,30,1,70.5
20023773,30,1,144.9
20023775,30,1,300
20023776,30,1,247.9
40000013,35,4,867.02
40000031,46,2,289.8
40000060,32,1,321.47
40000072,74,1,634.63
40000075,34,3,583.86
40000082,82,1,77.21
40000103,44,1,109.15
40000125,54,3,19836.66
40000147,33,3,889.7
40000158,37,2,3213.75
40000169,35,2,521.28
40000175,45,1,553.68
40000234,88,1,165.2
40000253,51,2,311
40000255,65,1,404.94
40000260,37,1,105.75
40000273,49,1,716.07
40000283,49,2,206.45
40000338,34,1,56
40000342,51,1,289.9
40000370,38,1,118.11
40000406,31,2,300.85
40000422,32,1,35.25
40000434,40,1,572
40000452,32,2,1199.20
40000524,31,19,8725.69
40000525,58,3,526.71
40000540,32,1,70.5
40000543,59,1,244.9
40000559,30,1,63
40000582,41,1,505.25
40000605,39,7,27507.35
40000657,86,1,386.45
40000690,51,2,692.99
40000695,34,1,459
40000712,34,1,257.12
40000720,73,1,119.9
40000752,81,1,395.89
40000759,61,5,3104.71
40000760,46,1,916.6
40000764,83,1,238.93
40000774,35,3,3009.61
40000786,41,4,765.61
40000788,37,1,453.55
40000792,74,1,311.06
40000820,45,2,253.8
40000822,34,3,398.07
40000828,54,1,338.13
40000831,45,3,1540.02
40000842,32,5,1038.73
40000850,61,1,169.9
40000864,41,1,102.11
40000874,87,1,32.39
40000875,47,5,1493.66
40000880,32,3,875.84
40000894,33,2,193.16
40000922,73,1,234.9
40000931,62,1,779.6
40000932,56,1,88.48
40000939,74,1,354.3
40000940,38,2,795.18
40000942,30,2,335.8
40000947,41,1,156.29
40001009,67,1,250
40001017,53,1,136.86
40001025,37,1,139.9
40001035,37,2,759.49
40001051,53,4,5302.27
40001074,56,1,66.96
40001083,33,3,1843.95
40001085,51,1,328.89
40001089,59,1,163.17
40001092,51,1,109.9
40001106,63,1,703.69
40001120,61,1,875
40001125,86,2,2030.70
40001178,35,1,206.91
40001179,79,1,178.59
40001194,44,2,2237.59
40001201,37,1,109.9
40001203,32,1,119.9
40001205,38,2,518.63
40001212,90,1,260
40001243,59,1,40.95
40001247,39,2,4437.90
40001249,75,1,69.89
40001268,32,1,160.29
40001278,70,1,314.94
40001281,35,2,549.7
40001318,41,1,35.25
40001344,38,1,188
40001371,31,2,439.31
40001372,39,2,925.22
40001374,86,1,193.04
40001408,51,1,129.1
40001412,70,2,522.53
40001440,30,1,429
40001470,31,2,131.92
40001560,76,1,858.29
40001569,38,4,796.99
40001597,35,2,106.93
40001622,84,1,221.9
40001627,33,3,1345.25
40001643,41,1,163
40001657,34,1,74.39
40001668,53,1,144.9
40001675,77,2,254.47
40001683,73,1,326.16
40001689,39,2,463.38
40001712,32,7,1213.61
40001736,48,1,192.47
40001742,41,1,73.59
40001807,74,1,234.9
40001818,45,1,129.8
40001823,35,6,3063.39
40001836,65,1,195.12
40001840,45,3,611.65
40001902,38,1,2073.01
40001921,37,2,161.27
40001941,35,1,125.98
40001974,46,1,192.9
40001994,31,8,6032.99
40002015,78,1,429.29
40002039,38,2,790.95
40002056,44,1,52.9
40002064,60,1,135.9
40002079,32,3,2189.67
40002096,32,2,314.8
40002108,35,1,67.89
40002118,67,1,289.9
40002134,40,1,437
40002135,32,1,305.5
40002149,41,4,7175.49
40002175,32,1,69.82
40002195,32,1,239.9
40002204,53,1,166.9
40002212,31,3,1268.48
40002213,63,1,154.79
40002215,84,1,344.99
40002218,32,2,760.33
40002219,29,6,1422.64
40002224,74,1,429.4
40002246,32,9,24569.85
40002247,51,1,169.36
40002249,49,1,135.8
40002262,64,1,343.05
40002266,41,1,2583.41
40002270,30,2,733.85
40002275,41,1,252
40002276,41,1,378
40002278,41,1,378
40002279,53,2,877.13
40002291,80,2,211.35
40002316,38,1,108.35
40002326,37,8,5267.96
40002337,72,1,135.98
40002342,39,3,931.27
40002351,34,1,214.83
40002359,38,2,551.2
40002367,38,2,393.65
40002437,39,3,883.48
40002442,39,1,58.53
40002464,51,1,150.23
40002473,34,3,1503.61
40002482,49,2,99.44
40002486,89,2,58.29
40002515,30,17,9419.75
40002568,89,1,183.11
40002570,44,2,789.8
40002582,34,5,819.38
40002605,68,1,440
40002617,70,1,191.9
40002649,54,1,245.21
40002654,34,1,841.76
40002682,54,1,234.9
40002703,31,3,1475.40
40002714,46,2,566.4
40002726,84,1,312.8
40002738,49,2,310.4
40002766,31,1,35.25
40002812,88,1,31.96
40002866,32,11,3619.79
40002869,49,3,503.56
40002904,47,1,161.4
40002919,34,1,224.9
40002920,46,2,459.32
40002971,45,2,521.82
40002978,58,1,174.9
40002985,30,11,587.14
40002990,33,2,280.48
40003019,48,1,164.9
40003035,32,2,375.99
40003049,60,2,226.6
40003060,53,1,265.31
40003064,35,2,1374.26
40003065,45,1,130.75
40003066,30,4,1495.02
40003079,55,2,834.45
40003113,54,3,601.23
40003123,44,2,280.9
40003125,51,1,145.81
40003131,51,1,376.1
40003151,34,1,72.86
40003152,35,1,117.5
40003158,87,1,458.49
40003189,54,1,153.9
40003191,31,1,3219.65
40003207,73,1,191.9
40003233,33,1,35.25
40003261,60,1,83.4
40003284,38,1,376
40003294,34,3,615.7
40003312,54,3,2290.04
40003324,38,1,282
40003329,53,1,36.92
40003331,31,2,366.66
40003340,74,1,220.8
40003352,70,1,79.8
40003356,88,1,180.01
40003382,35,1,559.06
40003403,38,1,66
40003427,37,2,219.8
40003438,38,2,191.8
40003456,74,4,1393.32
40003457,32,4,1023.68
40003468,44,1,126
40003497,83,1,289.9
40003531,34,1,105.75
40003534,33,1,806.82
40003542,47,2,902.58
40003543,40,1,176.25
40003574,53,1,354.41
40003578,60,1,244.9
40003579,47,2,733.09
40003616,30,16,4907.44
40003639,58,2,183.7
40003667,51,2,636.19
40003678,46,2,334.8
40003689,61,1,78.37
40003700,38,1,1040.70
40003734,46,1,228.85
40003748,48,7,6294.24
40003757,31,12,1233.92
40003759,85,1,33.3
40003768,68,2,308.16
40003808,69,1,142.6
40003832,77,1,672.2
40003858,75,1,324.07
40003871,46,4,650.16
40003874,75,1,379.9
40003890,49,1,169.9
40003902,44,1,135.9
40003903,41,2,577.75
40003906,30,1,59.9
40003934,41,1,169.9
40003957,35,2,762.04
40004009,72,2,840.18
40004013,51,1,149.9
40004026,68,1,244.9
40004052,51,1,68.8
40004066,12,1,221.25
40004074,63,1,70.17
40004095,51,2,629.6
40004112,46,1,295.8
40004132,55,1,252.69
40004156,40,1,152.49
40004159,34,1,646.25
40004179,37,6,2085.00
40004182,62,1,31.61
40004195,32,1,2464.30
40004202,38,1,219.8
40004213,34,3,1126.93
40004214,37,1,528
40004232,41,1,188
40004246,34,1,70.5
40004248,32,2,948.88
40004283,37,1,152.75
40004340,89,1,214.9
40004381,35,1,526.28
40004389,48,3,474.7
40004431,32,1,428.82
40004456,30,2,73.68
40004490,77,1,601.8
40004496,32,3,3131.79
40004498,81,1,52.17
40004508,31,1,263.14
40004519,39,1,230
40004587,84,1,100
40004633,68,1,210.9
40004655,68,1,358.97
40004666,81,1,225.02
40004671,37,3,640.7
40004718,67,1,412.53
40004722,33,1,228.85
40004727,73,4,2515.84
40004744,67,1,229.85
40004749,38,1,135.9
40004778,39,1,340.38
40004784,47,1,169.9
40004795,35,2,801.4
40004802,38,2,249.8
40004824,41,1,644.27
40004837,73,1,337.44
40004857,61,1,332.02
40004876,34,4,600.34
40004885,37,1,119
40004898,51,1,222.92
40004903,74,1,194.54
40004911,51,5,2153.63
40004917,49,1,114.9
40004959,38,1,35.25
40004966,40,3,1675.47
40004987,39,4,1217.84
40005035,44,2,299.8
40005038,86,1,48.53
40005048,33,2,249.57
40005064,32,1,230.35
40005103,59,1,289.9
40005132,55,1,394.8
40005161,66,1,396.09
40005176,38,3,430.76
40005183,35,1,132.9
40005196,60,1,57.4
40005198,61,1,169.9
40005207,51,2,1674.00
40005231,67,1,160
40005242,53,1,160.84
40005285,38,3,1129.70
40005317,89,1,164.9
40005361,34,1,144.9
40005363,38,4,382.75
40005384,32,1,224.9
40005385,48,1,164.61
40005415,47,1,153.9
40005422,77,1,135.9
40005491,38,1,306.25
40005495,63,1,146.2
40005498,39,1,176.25
40005510,49,1,40
40005519,38,3,388.66
40005534,34,4,5290.71
40005601,39,1,141
40005604,35,1,93.94
40005642,35,1,340.75
40005648,53,1,149.9
40005667,30,1,35.25
40005678,34,1,528.75
40005735,67,1,272.03
40005745,49,1,1431.27
40005773,35,2,604.95
40005789,47,2,56.4
40005796,31,4,1277.74
40005826,67,2,1545.76
40005840,33,8,2509.48
40005850,31,7,816.27
40005860,54,1,142.86
40005876,51,1,166.9
40005929,83,1,194.9
40005937,33,2,442.76
40005941,61,1,329.99
40005949,33,1,409.17
40005950,69,2,173.3
40005982,32,11,7343.08
40006007,67,1,189.99
40006040,61,1,511
40006059,79,1,47.5
40006067,53,2,2660.19
40006076,53,1,3241.19
40006102,41,2,370.3
40006121,33,4,1308.09
40006142,63,1,119.9
40006145,35,7,13538.85
40006157,55,1,1620.00
40006173,34,2,261.92
40006190,74,1,156.41
40006196,48,2,406.44
40006197,40,1,100
40006241,65,1,413.9
40006259,38,1,154.9
40006284,40,1,147.02
40006306,30,8,5110.83
40006328,33,1,105.75
40006349,63,1,116.57
40006425,35,5,3964.03
40006429,54,1,560.99
40006439,63,1,2535.20
40006447,49,2,1255.62
40006454,33,1,292.39
40006458,49,2,115.38
40006461,77,1,199.8
40006512,87,1,370.3
40006515,38,1,299.9
40006517,44,1,192.9
40006522,90,1,136.9
40006538,48,1,40.31
40006568,32,1,105.75
40006585,54,8,3959.91
40006609,58,1,340.01
40006617,80,1,316.7
40006618,31,2,419.5
40006621,34,1,2031.50
40006673,69,1,314.61
40006687,34,2,299.8
40006688,83,1,240.09
40006689,51,1,250
40006697,62,1,89.9
40006702,49,1,520.35
40006733,56,5,20403.05
40006741,34,6,4600.17
40006751,34,5,3205.15
40006758,35,2,504.17
40006799,70,1,283.2
40006810,40,1,326.49
40006811,65,1,145.4
40006813,35,3,284.15
40006826,73,1,501.71
40006828,54,1,65
40006834,84,1,156.65
40006862,41,3,685.75
40006870,59,1,149.9
40006876,48,4,879.95
40006887,77,1,142.4
40006891,38,7,3553.30
40006922,55,1,114.9
40006928,35,1,112
40006937,34,3,1486.77
40006948,37,2,884.79
40006952,39,1,132
40006956,32,1,169.68
40006960,38,1,297
40006962,49,1,329.53
40006985,34,1,105.75
40006998,53,1,376.19
40007002,65,1,148.01
40007009,41,1,114.9
40007010,55,2,339.8
40007012,61,1,86.89
40007025,33,3,3552.57
40007026,46,1,116
40007041,37,1,35.25
40007048,74,1,257.56
40007049,37,2,656.04
40007052,31,2,566.61
40007081,30,1,383.85
40007084,70,1,169.9
40007089,34,18,26374.28
40007133,35,1,176.25
40007134,35,1,105.75
40007148,12,1,560.84
40007153,75,1,147.98
40007159,35,1,86.73
40007187,49,2,299.14
40007205,60,2,459.8
40007208,87,1,154.9
40007251,31,1,186.02
40007266,88,1,132.82
40007284,49,2,380.2
40007288,33,1,936.5
40007312,35,1,125.73
40007322,31,4,3179.31
40007324,63,1,303.8
40007339,84,1,32.03
40007371,40,1,64.35
40007384,32,1,429.9
40007386,36,1,198
40007418,83,1,272.9
40007433,60,1,81.66
40007439,30,2,399.8
40007450,56,1,854.42
40007458,77,1,205.85
40007463,35,2,607.83
40007476,39,3,722.47
40007481,75,1,123.12
40007489,34,1,669.8
40007496,60,1,220.2
40007501,33,3,729.7
40007516,38,4,2050.72
40007521,87,1,229.8
40007522,30,2,414.04
40007523,33,1,3975.00
40007530,56,1,177.9
40007537,48,1,105.96
40007561,30,1,76.79
40007567,39,1,154.9
40007573,32,6,2781.10
40007594,81,2,223.22
40007640,48,1,163.75
40007662,34,1,275.03
40007688,32,1,179.69
40007714,34,2,81.07
40007716,40,4,524.78
40007763,45,2,416.5
40007772,35,1,95
40007798,63,1,205
40007819,75,1,127.92
40007827,76,1,36.9
40007828,33,1,575
40007868,37,1,140
40007887,38,5,1451.66
40007903,31,11,42356.42
40007923,59,1,245.16
40007930,62,1,179.86
40007958,70,1,1325.00
40007962,41,2,539.09
40007966,34,3,769.01
40007968,31,3,1228.29
40007975,45,2,1260.30
40007978,60,1,375.4
40007979,65,1,153.67
40007988,32,3,1105.00
40007989,37,4,588.6
40008023,73,1,619.46
40008029,70,1,346.4
40008032,34,2,268.17
40008056,65,1,187.08
40008057,81,1,200.36
40008071,32,1,374
40008077,73,1,511.64
40008094,39,1,621.15
40008105,61,3,979.32
40008114,83,1,73.99
40008179,56,1,362.11
40008181,35,2,2559.66
40008190,39,1,66
40008192,90,1,239.96
40008207,32,7,6190.17
40008223,35,2,425.71
40008228,35,1,211.5
40008239,87,1,347.36
40008242,73,1,134.9
40008252,34,1,1675.36
40008254,46,1,2295.61
40008281,32,3,518.57
40008286,34,3,824.48
40008291,35,3,315.58
40008334,77,1,100.02
40008337,59,2,378.24
40008340,69,1,70.58
40008358,72,1,436.23
40008368,30,3,179.57
40008413,31,1,468.15
40008416,67,1,289.9
40008443,75,1,283.04
40008478,76,2,261.69
40008499,82,1,246.63
40008514,47,1,20
40008521,63,2,138.37
40008566,59,2,267.08
40008585,67,1,151
40008587,87,1,179.6
40008589,45,2,412.39
40008606,37,1,149.9
40008614,31,1,929.06
40008616,45,2,1192.10
40008648,61,6,3249.64
40008676,60,1,379.9
40008677,33,1,70.5
40008684,34,3,460.8
40008711,58,1,625.95
40008721,32,3,344.95
40008737,37,1,592.38
40008741,34,5,1047.87
40008770,60,1,48.89
40008788,39,5,7531.00
40008799,41,2,289.52
40008800,41,1,35.25
40008804,46,1,143.59
40008811,38,1,65.7
40008812,48,3,242.95
40008834,58,1,179.9
40008847,41,1,324.57
40008929,39,1,303.37
40008936,34,1,98.43
40008955,48,2,431.52
40008989,40,1,70.5
40008995,38,1,172.9
40009002,86,1,276.61
40009003,69,1,406.99
40009034,41,1,35.25
40009035,38,1,105.52
40009065,70,1,154.9
40009071,33,1,35.25
40009072,59,1,185.23
40009096,74,1,163.42
40009103,46,1,177.78
40009115,69,1,326.18
40009123,32,1,35.25
40009130,88,1,219.8
40009148,32,1,52.75
40009168,46,4,721.15
40009175,52,1,126.9
40009203,32,1,409.46
40009218,32,2,374.06
40009248,40,3,400.7
40009252,33,2,339.8
40009257,35,1,35.25
40009288,74,1,1096.80
40009305,56,3,321.66
40009320,67,1,169.8
40009325,32,7,3228.87
40009327,61,4,6854.64
40009362,58,1,282.44
40009391,86,1,465.05
40009436,86,1,279.95
40009438,41,2,251.97
40009454,32,2,493.11
40009472,55,1,117.28
40009474,39,1,1079.12
40009477,34,1,331.48
40009490,53,1,289.9
40009498,32,1,190.26
40009510,60,1,84.9
40009534,51,1,75
40009537,45,1,230
40009553,75,2,5409.99
40009557,59,2,283.22
40009570,34,1,93.46
40009600,51,1,62.36
40009603,37,3,525.54
40009611,35,1,263.14
40009642,45,1,734.7
40009647,35,2,546
40009652,74,1,239.9
40009658,37,2,101.17
40009660,56,1,346.89
40009682,39,1,352
40009688,38,1,163.12
40009694,45,2,370.3
40009695,41,5,930
40009701,33,1,1176.02
40009705,62,1,96
40009714,33,1,66
40009722,32,2,2243.14
40009732,38,1,110.95
40009739,33,1,1241.86
40009759,35,1,189.9
40009761,62,1,274.32
40009763,46,5,2604.95
40009765,51,1,124.9
40009774,35,6,4430.39
40009779,30,1,70.5
